year,country,player,position,overall,canKick
2007,Roumanie,Valentin Calafeteanu,DemiDeMelee,66,False
2007,Roumanie,Lucian Sîrbu,DemiDeMelee,64,False
2007,Roumanie,Ionuț Dimofte,DemiOuverture,62,True
2007,Roumanie,Ionut Tofan,DemiOuverture,65,True
2007,Roumanie,Dănuț Dumbravă,DemiOuverture,63,True
2007,Roumanie,Romeo Gontineac,Centre,66,False
2007,Roumanie,Minya Csaba Gal,Centre,64,False
2007,Roumanie,Dan Vlad,Centre,62,False
2007,Roumanie,Catalin Fercu,Ailier,65,False
2007,Roumanie,Gabriel Brezoianu,Ailier,63,False
2007,Roumanie,Florin Vlaicu,Ailier,66,True
2007,Roumanie,Stefan Ciuntu,Ailier,64,False
2007,Roumanie,Iulian Dumitraș,Arriere,62,False
2007,Roumanie,Cătălin Nicolae,Arriere,65,False
2007,Argentine,Marcos Ayerza,Pilier,82,False
2007,Argentine,Santiago González Bonorino,Pilier,85,False
2007,Argentine,Omar Hasan,Pilier,83,False
2007,Argentine,Rodrigo Roncero,Pilier,81,False
2007,Argentine,Martín Scelzo,Pilier,84,False
2007,Argentine,Mario Ledesma,Talonneur,89,False
2007,Argentine,Alberto Vernet Basualdo,Talonneur,85,False
2007,Argentine,Patricio Albacete,DeuxiemeLigne,88,False
2007,Argentine,Rimas Álvarez Kairelis,DeuxiemeLigne,81,False
2007,Argentine,Ignacio Fernández Lobbe,DeuxiemeLigne,84,False
2007,Argentine,Esteban Lozada,DeuxiemeLigne,82,False
2007,Argentine,Martín Durand,TroisiemeLigneAile,85,False
2007,Argentine,Juan Manuel Leguizamón,TroisiemeLigneAile,83,False
2007,Argentine,Lucas Ostiglia,TroisiemeLigneAile,81,False
2007,Argentine,Martín Schusterman,TroisiemeLigneAile,84,False
2007,Argentine,Juan Martín Fernández Lobbe,TroisiemeLigneCentre,91,False
2007,Argentine,Gonzalo Longo,TroisiemeLigneCentre,85,False
2007,Argentine,Horacio Agulla,DemiDeMelee,83,False
2007,Argentine,Nicolás Fernández Miranda,DemiDeMelee,81,False
2007,Argentine,Agustín Pichot,DemiDeMelee,92,False
2007,Argentine,Felipe Contepomi,DemiOuverture,90,True
2007,Argentine,Federico Todeschini,DemiOuverture,85,True
2007,Argentine,Manuel Contepomi,Centre,83,False
2007,Argentine,Gonzalo Tiesi,Centre,81,False
2007,Argentine,Hernán Senillosa,Centre,84,False
2007,Argentine,Lucas Borges,Ailier,82,False
2007,Argentine,José María Núñez Piossek,Ailier,85,False
2007,Argentine,Ignacio Corleto,Arriere,87,False
2007,Argentine,Juan Martín Hernández,Arriere,90,True
2007,Argentine,Federico Serra,Arriere,84,False
2007,France,Pieter de Villiers,Pilier,81,False
2007,France,Olivier Milloud,Pilier,84,False
2007,France,Jean-Baptiste Poux,Pilier,82,False
2007,France,Nicolas Mas,Pilier,80,False
2007,France,Sébastien Bruno,Talonneur,83,False
2007,France,Raphaël Ibañez,Talonneur,89,False
2007,France,Dimitri Szarzewski,Talonneur,84,False
2007,France,Lionel Nallet,DeuxiemeLigne,82,False
2007,France,Fabien Pelous,DeuxiemeLigne,88,False
2007,France,Jérôme Thion,DeuxiemeLigne,83,False
2007,France,Sébastien Chabal,DeuxiemeLigne,87,False
2007,France,Serge Betsen,TroisiemeLigneAile,84,False
2007,France,Thierry Dusautoir,TroisiemeLigneAile,91,False
2007,France,Rémy Martin,TroisiemeLigneAile,80,False
2007,France,Yannick Nyanga,TroisiemeLigneAile,83,False
2007,France,Julien Bonnaire,TroisiemeLigneCentre,81,False
2007,France,Imanol Harinordoquy,TroisiemeLigneCentre,84,False
2007,France,Jean-Baptiste Élissalde,DemiDeMelee,82,False
2007,France,Pierre Mignoni,DemiDeMelee,80,False
2007,France,Lionel Beauxis,DemiOuverture,83,True
2007,France,Frédéric Michalak,DemiOuverture,86,True
2007,France,David Skrela,DemiOuverture,84,True
2007,France,Yannick Jauzion,Centre,87,False
2007,France,David Marty,Centre,80,False
2007,France,Damien Traille,Centre,83,True
2007,France,Vincent Clerc,Ailier,86,False
2007,France,Christophe Dominici,Ailier,84,False
2007,France,Cédric Heymans,Ailier,82,False
2007,France,Aurélien Rougerie,Ailier,80,False
2007,France,Clément Poitrenaud,Arriere,83,False
2007,Géorgie,Irakli Giorgadze,Pilier,65,False
2007,Géorgie,Goderdzi Shvelidze,Pilier,68,False
2007,Géorgie,Avto Kopaliani,Pilier,66,False
2007,Géorgie,Mamuka Magrakvelidze,Pilier,64,False
2007,Géorgie,Davit Khinchaguishvili,Pilier,67,False
2007,Géorgie,Davit Zirakashvili,Pilier,65,False
2007,Géorgie,Akvsenti Giorgadze,Talonneur,68,False
2007,Géorgie,Victor Didebulidze,DeuxiemeLigne,66,False
2007,Géorgie,Mamuka Gorgodze,DeuxiemeLigne,79,False
2007,Géorgie,Levan Datunashvili,DeuxiemeLigne,67,False
2007,Géorgie,Ilia Zedguinidze,TroisiemeLigneAile,65,False
2007,Géorgie,Gia Labadze,TroisiemeLigneAile,68,False
2007,Géorgie,Besso Udessiani,TroisiemeLigneAile,66,False
2007,Géorgie,Rati Urushadze,TroisiemeLigneAile,64,False
2007,Géorgie,Georgi Chkhaidze,TroisiemeLigneAile,67,False
2007,Géorgie,Zviad Maissuradze,TroisiemeLigneAile,65,False
2007,Géorgie,Ilia Maissuradze,TroisiemeLigneCentre,68,False
2007,Géorgie,Irakli Abuseridze,DemiDeMelee,66,False
2007,Géorgie,Bidzina Samkharadze,DemiDeMelee,64,False
2007,Géorgie,Pavie Jimsheladze,DemiOuverture,67,True
2007,Géorgie,Merab Kvirikashvili,DemiOuverture,75,True
2007,Géorgie,Otar Eloshvili,Centre,68,False
2007,Géorgie,Davit Kacharava,Centre,66,False
2007,Géorgie,Bessik Khamashuridze,Ailier,64,False
2007,Géorgie,Irakli Machkhaneli,Ailier,67,False
2007,Géorgie,Giorgi Shkinin,Ailier,65,False
2007,Géorgie,Giorgi Elizbarashvili,Ailier,68,False
2007,Géorgie,Malkhaz Urjukashvili,Ailier,66,True
2007,Géorgie,Otar Barkalaia,Arriere,64,False
2007,Géorgie,Revaz Gigauri,Arriere,67,False
2007,Irlande,Rory Best,Pilier,77,False
2007,Irlande,Simon Best,Pilier,80,False
2007,Irlande,John Hayes,Pilier,86,False
2007,Irlande,Marcus Horan,Pilier,76,False
2007,Irlande,Bryan Young,Pilier,79,False
2007,Irlande,Jerry Flannery,Talonneur,77,False
2007,Irlande,Frankie Sheahan,Talonneur,80,False
2007,Irlande,Donncha O'Callaghan,DeuxiemeLigne,78,False
2007,Irlande,Paul O'Connell,DeuxiemeLigne,89,False
2007,Irlande,Malcolm O'Kelly,DeuxiemeLigne,79,False
2007,Irlande,Neil Best,TroisiemeLigneAile,77,False
2007,Irlande,Simon Easterby,TroisiemeLigneAile,80,False
2007,Irlande,Denis Leamy,TroisiemeLigneAile,78,False
2007,Irlande,Alan Quinlan,TroisiemeLigneAile,76,False
2007,Irlande,David Wallace,TroisiemeLigneAile,79,False
2007,Irlande,Stephen Ferris,TroisiemeLigneCentre,77,False
2007,Irlande,Isaac Boss,DemiDeMelee,80,False
2007,Irlande,Eoin Reddan,DemiDeMelee,78,False
2007,Irlande,Peter Stringer,DemiDeMelee,76,False
2007,Irlande,Ronan O'Gara,DemiOuverture,88,True
2007,Irlande,Paddy Wallace,DemiOuverture,77,True
2007,Irlande,Gordon D'Arcy,Centre,80,True
2007,Irlande,Brian O'Driscoll,Centre,91,False
2007,Irlande,Andrew Trimble,Centre,76,False
2007,Irlande,Shane Horgan,Ailier,79,False
2007,Irlande,Denis Hickie,Ailier,77,False
2007,Irlande,Brian Carney,Ailier,80,False
2007,Irlande,Girvan Dempsey,Arriere,78,False
2007,Irlande,Geordan Murphy,Arriere,76,False
2007,Irlande,Gavin Duffy,Arriere,79,False
2007,Namibie,Jane du Toit,Pilier,57,False
2007,Namibie,Kees Lensing,Pilier,60,False
2007,Namibie,Johnny Redelinghuys,Pilier,58,False
2007,Namibie,Marius Visser,Pilier,56,False
2007,Namibie,Hugo Horn,Talonneur,59,False
2007,Namibie,Bratley Langenhoven,Talonneur,57,False
2007,Namibie,Johannes Meyer,Talonneur,60,False
2007,Namibie,Piet van Zyl,Talonneur,58,False
2007,Namibie,Nico Esterhuize,DeuxiemeLigne,56,False
2007,Namibie,Domingo Kamongo,DeuxiemeLigne,59,False
2007,Namibie,Wacca Kazombiaze,DeuxiemeLigne,57,False
2007,Namibie,Heino Senekal,DeuxiemeLigne,60,False
2007,Namibie,Tinus du Plessis,TroisiemeLigneAile,58,False
2007,Namibie,Herman Lintvelt,TroisiemeLigneAile,56,False
2007,Namibie,Michael MacKenzie,TroisiemeLigneAile,59,False
2007,Namibie,Jacques Burger,TroisiemeLigneCentre,74,False
2007,Namibie,Jacques Nieuwenhuis,TroisiemeLigneCentre,60,False
2007,Namibie,Eugene Jantjies,DemiDeMelee,58,False
2007,Namibie,Jurie van Tonder,DemiDeMelee,56,False
2007,Namibie,Morne Schreuder,DemiOuverture,59,True
2007,Namibie,Lu-Wayne Botes,Centre,57,False
2007,Namibie,Du Preez Grobler,Centre,60,False
2007,Namibie,Emile Wessels,Centre,58,True
2007,Namibie,Melrick Africa,Ailier,56,False
2007,Namibie,John Drotsky,Ailier,59,False
2007,Namibie,Deon Mouton,Ailier,57,False
2007,Namibie,Ryan Witbooi,Ailier,60,False
2007,Namibie,Heini Bock,Arriere,58,False
2007,Namibie,Tertius Losper,Arriere,56,False
2003,Argentine,Roberto Grau,Pilier,77,False
2003,Argentine,Omar Hasan,Pilier,75,False
2003,Argentine,Mauricio Reggiardo,Pilier,73,False
2003,Argentine,Rodrigo Roncero,Pilier,84,False
2003,Argentine,Martin Scelzo,Pilier,74,False
2003,Argentine,Mario Ledesma,Talonneur,87,False
2003,Argentine,Federico Mendez,Talonneur,78,False
2003,Argentine,Patricio Albacete,DeuxiemeLigne,86,False
2003,Argentine,Rimas Alvarez Kairelis,DeuxiemeLigne,77,False
2003,Argentine,Ignacio Fernandez Lobbe,DeuxiemeLigne,75,False
2003,Argentine,Pedro Sporleder,DeuxiemeLigne,73,False
2003,Argentine,Martin Durand,TroisiemeLigneAile,76,False
2003,Argentine,Rolando Martin,TroisiemeLigneAile,74,False
2003,Argentine,Lucas Ostiglia,TroisiemeLigneAile,72,False
2003,Argentine,Santiago Phelan,TroisiemeLigneAile,78,False
2003,Argentine,Pablo Bouza,TroisiemeLigneCentre,75,False
2003,Argentine,Gonzalo Longo,TroisiemeLigneCentre,77,False
2003,Argentine,Nicolas Fernandez Miranda,DemiDeMelee,75,False
2003,Argentine,Agustin Pichot,DemiDeMelee,90,False
2003,Argentine,Felipe Contepomi,DemiOuverture,89,True
2003,Argentine,Juan Fernandez Miranda,DemiOuverture,74,True
2003,Argentine,Gonzalo Quesada,DemiOuverture,85,True
2003,Argentine,Manuel Contepomi,Centre,78,False
2003,Argentine,Martín Gaitán,Centre,75,False
2003,Argentine,José Orengo,Centre,77,False
2003,Argentine,Diego Albanese,Ailier,75,False
2003,Argentine,José María Núñez Piossek,Ailier,73,False
2003,Argentine,Hernan Senillosa,Ailier,76,False
2003,Argentine,Ignacio Corleto,Arriere,85,False
2003,Argentine,Juan Martín Hernández,Arriere,72,True
2003,Australie,Bill Young,Pilier,87,False
2003,Australie,Al Baxter,Pilier,84,False
2003,Australie,Ben Darwin,Pilier,86,False
2003,Australie,Matt Dunning,Pilier,84,False
2003,Australie,Brendan Cannon,Talonneur,82,False
2003,Australie,Jeremy Paul,Talonneur,86,False
2003,Australie,Justin Harrison,DeuxiemeLigne,83,False
2003,Australie,Nathan Sharpe,DeuxiemeLigne,87,False
2003,Australie,David Giffin,DeuxiemeLigne,87,False
2003,Australie,Dan Vickerman,DeuxiemeLigne,84,False
2003,Australie,George Smith,TroisiemeLigneAile,88,False
2003,Australie,Phil Waugh,TroisiemeLigneAile,84,False
2003,Australie,Matthew Cockbain,TroisiemeLigneAile,82,False
2003,Australie,David Croft,TroisiemeLigneAile,85,False
2003,Australie,David Lyons,TroisiemeLigneCentre,83,False
2003,Australie,John Roe,TroisiemeLigneCentre,81,False
2003,Australie,George Gregan,DemiDeMelee,95,False
2003,Australie,Chris Whitaker,DemiDeMelee,84,False
2003,Australie,Stephen Larkham,DemiOuverture,94,True
2003,Australie,Matt Giteau,DemiOuverture,88,True
2003,Australie,Elton Flatley,Centre,91,True
2003,Australie,Stirling Mortlock,Centre,92,True
2003,Australie,Matt Burke,Centre,83,False
2003,Australie,Nathan Grey,Centre,81,False
2003,Australie,Morgan Turinui,Centre,87,False
2003,Australie,Lote Tuqiri,Ailier,91,False
2003,Australie,Wendell Sailor,Ailier,86,False
2003,Australie,Joe Roff,Ailier,86,True
2003,Australie,Mat Rogers,Arriere,89,True
2003,Australie,Chris Latham,Arriere,90,False
2003,Irlande,Simon Best,Pilier,78,False
2003,Irlande,Reggie Corrigan,Pilier,76,False
2003,Irlande,John Hayes,Pilier,85,False
2003,Irlande,Marcus Horan,Pilier,79,False
2003,Irlande,Shane Byrne,Talonneur,81,False
2003,Irlande,Frankie Sheahan,Talonneur,79,False
2003,Irlande,Keith Wood,Talonneur,91,False
2003,Irlande,Gary Longwell,DeuxiemeLigne,80,False
2003,Irlande,Donncha O'Callaghan,DeuxiemeLigne,78,False
2003,Irlande,Paul O'Connell,DeuxiemeLigne,88,False
2003,Irlande,Malcolm O'Kelly,DeuxiemeLigne,82,False
2003,Irlande,Simon Easterby,TroisiemeLigneAile,79,False
2003,Irlande,Keith Gleeson,TroisiemeLigneAile,81,False
2003,Irlande,Alan Quinlan,TroisiemeLigneAile,79,False
2003,Irlande,Victor Costello,TroisiemeLigneCentre,77,False
2003,Irlande,Anthony Foley,TroisiemeLigneCentre,80,False
2003,Irlande,Eric Miller,TroisiemeLigneCentre,78,False
2003,Irlande,Neil Doak,DemiDeMelee,76,False
2003,Irlande,Guy Easterby,DemiDeMelee,82,False
2003,Irlande,Peter Stringer,DemiDeMelee,87,False
2003,Irlande,David Humphreys,DemiOuverture,81,True
2003,Irlande,Ronan O'Gara,DemiOuverture,89,True
2003,Irlande,Jonathan Bell,Centre,77,False
2003,Irlande,Kevin Maggs,Centre,80,False
2003,Irlande,Brian O'Driscoll,Centre,95,True
2003,Irlande,Paddy Wallace,Centre,76,False
2003,Irlande,Denis Hickie,Ailier,86,False
2003,Irlande,Anthony Horgan,Ailier,79,False
2003,Irlande,Shane Horgan,Ailier,86,False
2003,Irlande,Tyrone Howe,Ailier,79,False
2003,Irlande,John Kelly,Ailier,77,False
2003,Irlande,Girvan Dempsey,Arriere,80,False
2003,Namibie,Andries Blaauw,Pilier,56,False
2003,Namibie,Niel du Toit,Pilier,54,False
2003,Namibie,Johan Jenkins,Pilier,60,False
2003,Namibie,Kees Lensing,Pilier,57,False
2003,Namibie,Phillipus Isaacs,Talonneur,59,False
2003,Namibie,Johannes Meyer,Talonneur,57,False
2003,Namibie,Cor Van Tonder,Talonneur,55,False
2003,Namibie,Archie Graham,DeuxiemeLigne,58,False
2003,Namibie,Eben Isaacs,DeuxiemeLigne,56,False
2003,Namibie,Heino Senekal,DeuxiemeLigne,54,False
2003,Namibie,Shaun van Rooi,TroisiemeLigneAile,60,False
2003,Namibie,Wolfie Duvenhage,TroisiemeLigneAile,57,False
2003,Namibie,Herman Lintvelt,TroisiemeLigneAile,59,False
2003,Namibie,Schalk van der Merwe,TroisiemeLigneAile,57,False
2003,Namibie,Sean Furter,TroisiemeLigneCentre,55,False
2003,Namibie,Jurgens van Lill,TroisiemeLigneCentre,58,False
2003,Namibie,Hakkies Husselman,DemiDeMelee,56,False
2003,Namibie,Regardt Kruger,DemiDeMelee,54,False
2003,Namibie,Niel Swanepoel,DemiDeMelee,60,False
2003,Namibie,Morne Schreuder,DemiOuverture,57,True
2003,Namibie,Emile Wessels,DemiOuverture,59,True
2003,Namibie,Du Preez Grobler,Centre,57,False
2003,Namibie,Corne Powell,Centre,55,False
2003,Namibie,Rudi van Vuuren,Centre,58,False
2003,Namibie,Vincent Dreyer,Ailier,56,False
2003,Namibie,Deon Mouton,Ailier,54,False
2003,Namibie,Melrick Africa,Ailier,60,False
2003,Namibie,Deon Grunschloss,Arriere,57,False
2003,Namibie,Jurie Booysen,Arriere,59,False
2003,Namibie,Ronaldo Pedro,Arriere,57,False
2003,Roumanie,Petru Bălan,Pilier,72,False
2003,Roumanie,Silviu Florea,Pilier,64,False
2003,Roumanie,Paulică Ion,Pilier,62,False
2003,Roumanie,Cezar Popescu,Pilier,60,False
2003,Roumanie,Marcel Socaciu,Pilier,66,False
2003,Roumanie,Petrișor Toderașc,Pilier,63,False
2003,Roumanie,Dan Tudosa,Pilier,65,False
2003,Roumanie,Marius Tincu,Talonneur,72,False
2003,Roumanie,Razvan Mavrodin,Talonneur,61,False
2003,Roumanie,Marius Pantelimon,DeuxiemeLigne,64,False
2003,Roumanie,Cristian Petre,DeuxiemeLigne,62,False
2003,Roumanie,Augustin Petrechei,DeuxiemeLigne,60,False
2003,Roumanie,Sorin Socol,DeuxiemeLigne,66,False
2003,Roumanie,Bogdan Tudor,DeuxiemeLigne,63,False
2003,Roumanie,Costica Mersoiu,TroisiemeLigneAile,65,False
2003,Roumanie,Marius Niculai,TroisiemeLigneAile,63,False
2003,Roumanie,Cornel Tatu,TroisiemeLigneAile,61,False
2003,Roumanie,Ovidiu Tonița,TroisiemeLigneAile,64,False
2003,Roumanie,Marian Tudori,TroisiemeLigneAile,62,False
2003,Roumanie,George Chiriac,TroisiemeLigneCentre,60,False
2003,Roumanie,Iulian Andrei,DemiDeMelee,66,False
2003,Roumanie,Cristian Podea,DemiDeMelee,63,False
2003,Roumanie,Lucian Sîrbu,DemiDeMelee,65,False
2003,Roumanie,Ionuț Tofan,DemiOuverture,63,True
2003,Roumanie,Romeo Gontineac,Centre,61,False
2003,Roumanie,Valentin Maftei,Centre,64,False
2003,Roumanie,Bogdan Voicu,Centre,62,False
2003,Roumanie,Gabriel Brezoianu,Ailier,60,False
2003,Roumanie,Mihai Vioreanu,Ailier,66,False
2003,Roumanie,Ion Teodorescu,Ailier,63,False
2003,Roumanie,Vasile Ghioc,Ailier,65,False
2003,Roumanie,Cristian Săuan,Ailier,63,False
2003,Roumanie,Dănuț Dumbravă,Arriere,61,False
2003,Écosse,Bruce Douglas,Pilier,76,False
2003,Écosse,Allan Jacobsen,Pilier,74,False
2003,Écosse,Gavin Kerr,Pilier,72,False
2003,Écosse,Gordon McIlwham,Pilier,78,False
2003,Écosse,Tom Smith,Pilier,83,False
2003,Écosse,Gordon Bulloch,Talonneur,77,False
2003,Écosse,Dougie Hall,Talonneur,75,False
2003,Écosse,Robbie Russell,Talonneur,73,False
2003,Écosse,Stuart Grimes,DeuxiemeLigne,76,False
2003,Écosse,Nathan Hines,DeuxiemeLigne,74,False
2003,Écosse,Scott Murray,DeuxiemeLigne,82,False
2003,Écosse,Martin Leslie,TroisiemeLigneAile,78,False
2003,Écosse,Cameron Mather,TroisiemeLigneAile,75,False
2003,Écosse,Andrew Mower,TroisiemeLigneAile,77,False
2003,Écosse,Jason White,TroisiemeLigneAile,75,False
2003,Écosse,Ross Beattie,TroisiemeLigneAile,73,False
2003,Écosse,Jon Petrie,TroisiemeLigneCentre,76,False
2003,Écosse,Simon Taylor,TroisiemeLigneCentre,82,False
2003,Écosse,Graeme Beveridge,DemiDeMelee,72,False
2003,Écosse,Mike Blair,DemiDeMelee,78,False
2003,Écosse,Bryan Redpath,DemiDeMelee,83,False
2003,Écosse,Gordon Ross,DemiOuverture,77,True
2003,Écosse,Gregor Townsend,DemiOuverture,84,True
2003,Écosse,Andy Craig,Centre,73,False
2003,Écosse,Andrew Henderson,Centre,76,False
2003,Écosse,James McLaren,Centre,74,False
2003,Écosse,Simon Danielli,Ailier,72,False
2003,Écosse,Kenny Logan,Ailier,78,False
2003,Écosse,Chris Paterson,Ailier,84,True
2003,Écosse,Nikki Walker,Ailier,77,False
2003,Écosse,Glenn Metcalfe,Arriere,75,False
2003,Écosse,Ben Hinshelwood,Arriere,73,False
2003,USA,Daniel Dorsey,Pilier,63,False
2003,USA,Richard Liddington,Pilier,61,False
2003,USA,Mike MacDonald,Pilier,59,False
2003,USA,John Tarpoff,Pilier,65,False
2003,USA,Jacob Waasdorp,Pilier,62,False
2003,USA,Kirk Khasigian,Talonneur,64,False
2003,USA,Matthew Wyatt,Talonneur,62,False
2003,USA,Luke Gross,DeuxiemeLigne,60,False
2003,USA,Gerhard Klerck,DeuxiemeLigne,63,False
2003,USA,Alec Parker,DeuxiemeLigne,61,False
2003,USA,Todd Clever,TroisiemeLigneAile,72,False
2003,USA,Oloseti Fifita,TroisiemeLigneAile,65,False
2003,USA,Jurie Gouws,TroisiemeLigneAile,62,False
2003,USA,Dave Hodges,TroisiemeLigneAile,64,False
2003,USA,Kort Schubert,TroisiemeLigneAile,62,False
2003,USA,Dan Lyle,TroisiemeLigneCentre,60,False
2003,USA,Mose Timoteo,DemiDeMelee,63,False
2003,USA,Kevin Dalzell,DemiDeMelee,61,False
2003,USA,Kimball Kjar,DemiDeMelee,59,False
2003,USA,Mike Hercus,DemiOuverture,73,True
2003,USA,Matt Sherman,DemiOuverture,62,True
2003,USA,Link Wilfley,DemiOuverture,64,True
2003,USA,Kain Cross,Centre,62,False
2003,USA,Philip Eloff,Centre,60,False
2003,USA,Salesi Sika,Centre,63,False
2003,USA,David Fee,Ailier,61,False
2003,USA,Jason Keyter,Ailier,59,False
2003,USA,Riaan van Zyl,Ailier,65,False
2003,USA,John Buchholz,Arriere,62,False
2003,USA,Paul Emerick,Arriere,64,False
2003,Fidji,Richard Nyholt,Pilier,73,False
2003,Fidji,Isaia Rasila,Pilier,71,False
2003,Fidji,Nacanieli Seru,Pilier,74,False
2003,Fidji,Joeli Veitayaki,Pilier,72,False
2003,Fidji,Bill Gadolo,Talonneur,70,False
2003,Fidji,Greg Smith,Talonneur,76,False
2003,Fidji,Kele Leawere,DeuxiemeLigne,73,False
2003,Fidji,Emori Katalau,DeuxiemeLigne,75,False
2003,Fidji,Vula Maimuri,DeuxiemeLigne,73,False
2003,Fidji,Apenisa Naevo,DeuxiemeLigne,71,False
2003,Fidji,Ifereimi Rawaqa,DeuxiemeLigne,74,False
2003,Fidji,Mesake Davu,TroisiemeLigneAile,72,False
2003,Fidji,Alifereti Mocelutu,TroisiemeLigneAile,70,False
2003,Fidji,Kitione Salawa,TroisiemeLigneAile,76,False
2003,Fidji,Koli Sewabu,TroisiemeLigneAile,73,False
2003,Fidji,Setareki Tawake,TroisiemeLigneAile,75,False
2003,Fidji,Alifereti Doviverata,TroisiemeLigneCentre,73,False
2003,Fidji,Sisa Koyamaibole,TroisiemeLigneCentre,71,False
2003,Fidji,Sami Rabaka,DemiDeMelee,74,False
2003,Fidji,Jacob Rauluni,DemiDeMelee,72,False
2003,Fidji,Mosese Rauluni,DemiDeMelee,82,False
2003,Fidji,Nicky Little,DemiOuverture,84,True
2003,Fidji,Isa Nacewa,DemiOuverture,73,True
2003,Fidji,Waisale Serevi,DemiOuverture,88,True
2003,Fidji,Seru Rabeni,Centre,84,False
2003,Fidji,Saimoni Rokini,Centre,71,False
2003,Fidji,Epeli Ruivadra,Centre,74,False
2003,Fidji,Rupeni Caucaunibuca,Ailier,88,False
2003,Fidji,Vilimoni Delasau,Ailier,70,False
2003,Fidji,Aisea Tuilevu,Ailier,76,False
2003,Fidji,Marika Vunibaka,Ailier,83,False
2003,Fidji,Norman Ligairi,Arriere,75,False
2003,Fidji,Alfred Uluinayau,Arriere,73,False
2003,France,Jean-Jacques Crenca,Pilier,80,False
2003,France,Sylvain Marconnet,Pilier,87,False
2003,France,Olivier Milloud,Pilier,81,False
2003,France,Jean-Baptiste Poux,Pilier,79,False
2003,France,Yannick Bru,Talonneur,85,False
2003,France,Raphaël Ibañez,Talonneur,89,False
2003,France,David Auradou,DeuxiemeLigne,84,False
2003,France,Olivier Brouzet,DeuxiemeLigne,82,False
2003,France,Fabien Pelous,DeuxiemeLigne,89,False
2003,France,Thibaut Privat,DeuxiemeLigne,83,False
2003,France,Jérôme Thion,DeuxiemeLigne,81,False
2003,France,Serge Betsen,TroisiemeLigneAile,91,False
2003,France,Sébastien Chabal,TroisiemeLigneAile,85,False
2003,France,Olivier Magne,TroisiemeLigneAile,90,False
2003,France,Patrick Tabacco,TroisiemeLigneAile,84,False
2003,France,Imanol Harinordoquy,TroisiemeLigneCentre,90,False
2003,France,Christian Labit,TroisiemeLigneCentre,80,False
2003,France,Fabien Galthié,DemiDeMelee,92,False
2003,France,Dimitri Yachvili,DemiDeMelee,81,True
2003,France,Gérald Merceron,DemiOuverture,79,True
2003,France,Frédéric Michalak,DemiOuverture,91,True
2003,France,Yannick Jauzion,Centre,88,False
2003,France,Brian Liebenberg,Centre,84,False
2003,France,Tony Marsh,Centre,82,False
2003,France,Damien Traille,Centre,80,True
2003,France,David Bory,Ailier,83,False
2003,France,Christophe Dominici,Ailier,88,False
2003,France,Pépito Elhorga,Ailier,79,False
2003,France,Xavier Garbajosa,Ailier,85,False
2003,France,Aurélien Rougerie,Ailier,87,False
2003,France,Nicolas Brusque,Arriere,86,False
2003,France,Clément Poitrenaud,Arriere,82,False
2003,Japon,Shin Hasegawa,Pilier,59,False
2003,Japon,Masahiko Toyoyama,Pilier,62,False
2003,Japon,Masahito Yamamoto,Pilier,60,False
2003,Japon,Ryō Yamamura,Pilier,58,False
2003,Japon,Masao Amino,Talonneur,64,False
2003,Japon,Masaaki Sakata,Talonneur,61,False
2003,Japon,Hajime Kiso,DeuxiemeLigne,63,False
2003,Japon,Koichi Kubo,DeuxiemeLigne,61,False
2003,Japon,Adam Parker,DeuxiemeLigne,59,False
2003,Japon,Hiroyuki Tanuma,DeuxiemeLigne,62,False
2003,Japon,Ryota Asano,TroisiemeLigneAile,60,False
2003,Japon,Takahiro Hayano,TroisiemeLigneAile,58,False
2003,Japon,Naoya Okubo,TroisiemeLigneAile,64,False
2003,Japon,Yasunori Watanabe,TroisiemeLigneAile,61,False
2003,Japon,Takuro Miuchi,TroisiemeLigneAile,72,False
2003,Japon,Takeomi Ito,TroisiemeLigneCentre,61,False
2003,Japon,Yuya Saito,TroisiemeLigneCentre,59,False
2003,Japon,Yuji Sonoda,DemiDeMelee,62,False
2003,Japon,Takashi Tsuji,DemiDeMelee,60,False
2003,Japon,Keiji Hirose,DemiOuverture,58,True
2003,Japon,Andrew Miller,DemiOuverture,64,True
2003,Japon,George Konia,Centre,61,False
2003,Japon,Yukio Motoki,Centre,63,False
2003,Japon,Hideki Nanba,Centre,61,False
2003,Japon,Reuben Parkinson,Centre,59,False
2003,Japon,Junichi Hojo,Ailier,62,False
2003,Japon,Tōru Kurihara,Ailier,60,False
2003,Japon,Daisuke Ohata,Ailier,73,True
2003,Japon,Hirotoki Onozawa,Ailier,64,False
2003,Japon,Tsutomu Matsuda,Arriere,61,False
2003,Japon,Takashi Yoshida,Arriere,63,False
2003,Afrique_du_Sud,Lawrence Sephaka,Pilier,80,False
2003,Afrique_du_Sud,Faan Rautenbach,Pilier,78,False
2003,Afrique_du_Sud,Richard Bands,Pilier,81,False
2003,Afrique_du_Sud,Christo Bezuidenhout,Pilier,79,False
2003,Afrique_du_Sud,John Smit,Talonneur,90,False
2003,Afrique_du_Sud,Danie Coetzee,Talonneur,83,False
2003,Afrique_du_Sud,Dale Santon,Talonneur,80,False
2003,Afrique_du_Sud,Bakkies Botha,DeuxiemeLigne,89,False
2003,Afrique_du_Sud,Victor Matfield,DeuxiemeLigne,90,False
2003,Afrique_du_Sud,Selborne Boome,DeuxiemeLigne,78,False
2003,Afrique_du_Sud,Corne Krige,TroisiemeLigneAile,81,False
